r_f_1,r_f_2,r_f_3,r_f_4,s_f_1,s_f_2,s_f_3,s_f_4
-5.308327301121001,-3.0948699134367463,-7.0311552584675425,0.5061096991385327,-5.92189734171569,-3.0542833403086633,-6.537238483161982,1.1733794500054615
-6.003876467947017,-3.3586845622493064,-0.43667550781779507,0.026647331745842214,-6.339999977795739,-3.201338634579299,-0.3211128259120022,2.6135169195317065
-5.758308788602978,-3.405530754721957,-2.904724191279082,0.4513720601261334,-6.332298436162633,-3.2386042304281055,-0.8733192651894237,3.19575288516174
-6.2312286794886615,-3.39283392169121,-5.548582757245326,5.59067325956751,-6.176214653480508,-3.35686779281831,-5.110894167818503,6.181979813584848
-5.059336697966943,-3.282356965144256,-5.466831813831231,7.997476796333788,-5.950767451343394,-3.363191735220304,-6.450548548239461,6.668500429942115
-5.153942075519647,-3.3651792984691724,-1.7104146488083574,8.063135753762227,-6.3095621569757565,-3.399063889997022,-2.1227737426405886,7.506050900701077
-6.057257004128301,-3.0701006808421933,-6.0873807953235115,2.3618793066724004,-6.049848411772901,-3.1659629328921697,-6.053925680641427,2.318388594673915
-5.55453084902746,-3.131890183509023,-4.060539359441016,5.249068217050824,-6.146367108495205,-3.242555706237758,-5.40728103193062,3.4296548906481563
-6.001068164483531,-2.980637582804532,-5.505048401634593,8.853027910275369,-6.082665059180702,-3.2213109506474,-5.873517243198364,3.107277665164264
-5.5209030672925525,-3.260826408762695,-6.247923579990405,4.706478435435493,-5.932852698285329,-3.2819940741895244,-6.505523008016095,4.358468201199919
-5.74168729275935,-3.0723746634740596,-3.92106019676722,0.3585090706067586,-6.270016969129544,-3.0376861739429364,-3.498921743071465,0.9288104877791332
-5.015379317594432,-3.4095123759195562,-1.5578667234908696,7.883671541142729,-6.321100501294337,-3.4087405993041457,-1.5484762959582152,7.8963599570895875
-4.870866830792776,-3.0480033857205955,-6.346722307123583,4.286715291104166,-5.105227670500629,-3.174868583574559,-7.405030266359589,2.714623227473436
-5.641302070328952,-3.0669235379756703,-4.763432517338967,6.554077453300447,-5.987164846232678,-3.2296204770403416,-6.325252331222261,3.297645199829372
-6.0157872656444376,-3.2315230408935305,-3.5990097069567955,4.148215196780155,-6.251186345630907,-3.2604750245525853,-3.9513411389409194,3.672225703341793
-6.14518421527729,-2.8701614087501226,-2.536499012660135,8.08044025457295,-6.28201255290845,-3.2288724492011434,-3.154377760836506,3.087436091208705
-5.771637413400257,-2.8825114130002385,-1.6666298180305912,9.501210582202493,-6.255656481832094,-3.2285641432308654,-3.852325010310188,3.1060555424628076
-6.026143138700209,-3.158470008805562,-4.729604222560388,5.954781457349458,-6.156175199542505,-3.2329757047307734,-5.316792784148093,3.255957507470642
-5.942150623467943,-3.380721349047095,-4.077892906568393,6.202877784240443,-6.252768860341484,-3.367486224219356,-3.9168292291102897,6.420471793471309
-5.729415484598817,-2.8574107877973907,-4.585000615970911,2.9082107616467865,-6.05213924966953,-3.0274507237816337,-6.042331125698588,0.9201405498707682
-5.045902458091777,-3.16465301621065,-5.538303500219693,2.7789629373745823,-6.103034737016735,-3.1815324387510024,-5.743717714787625,2.501454241253541
-4.834022295101661,-2.872575318585646,-2.8600190849753533,2.704049373745208,-6.228925832308932,-2.9976287525145966,-4.381855142086121,0.6480894583102836
-5.208923220486814,-3.3121060056576956,-5.18743194436794,5.254842689116825,-6.159084474061733,-3.320430024623202,-5.2887313952958,5.117990348545254
-5.702180783748372,-3.2328959210455936,-0.5057147962870161,1.6509998924535658,-6.33999997626675,-3.1866379215580047,-0.32111294399347834,2.4115115580197792
-5.364092091270425,-3.4172605802045286,-6.841488187378566,2.036961248613728,-6.166097964432163,-3.283904955147546,-5.218621156665362,4.229414595741934
-4.763218948337001,-3.011409462855598,-1.2674864733823528,0.4799927109761504,-6.327963439537142,-3.0018137962877027,-1.150716753808397,0.6377517714190573
-5.25651286028225,-3.180437477132757,-4.5101047693725915,6.870071504205325,-6.055056512107724,-3.3051149736592067,-6.027364523348773,4.8202921772462775
-5.849772868648427,-3.1370539842700955,-5.627996497305716,3.796619484746363,-5.996402610723246,-3.199191573438586,-6.2901355162050825,2.804509022717028
-5.492011381424444,-3.346850208332505,-5.5169764647206385,4.077937280648941,-6.183522546990117,-3.3066505457525017,-5.027768385623036,4.73884589127129
-5.588330714140233,-2.9679976588734993,-2.883618182430637,5.456153645264537,-6.16142833926217,-3.163739621614368,-5.265695433441431,2.238028207358332
-4.956910844016369,-3.3235641697817093,-6.752683807421709,3.8191345696670336,-5.992883386376555,-3.286668792297225,-6.303686845215046,4.425718586593849
-6.121867970663928,-3.111971187520489,-3.381240875766947,1.2764574325719946,-6.279279738191374,-3.1001514084304143,-3.2374024538869044,1.470782331863406
-5.201474148432735,-3.1116417047788896,-4.461553281143977,8.899573201003289,-5.743769307242684,-3.314525500615615,-6.910406903717088,5.286127466009687
-4.979099451930484,-3.3096281933787286,-6.30393279254462,8.88070311797276,-5.529431248645912,-3.3800325345966247,-7.160716576316592,7.723209777039725
-6.089969497263104,-2.9932482674130134,-5.256127826469024,3.5034978623353843,-6.138523823868255,-3.206693537587881,-5.475385665140375,2.8449814222046315
-5.459577812911234,-2.893681141220231,-7.485231866796029,1.574187143702503,-5.4082984729129855,-3.111226553007995,-7.253668549441857,1.8399178226163024
-5.194863271930681,-3.2072647476395475,-5.433521185140993,9.340087883837151,-5.569227370147145,-3.3473826850629593,-7.124044947088486,6.41816263092819
-5.920194806914395,-3.0186414948576505,-0.5768596959154548,7.398830745590444,-6.305174800598561,-3.231492178505838,-2.3153221284122996,3.107540648258068
-5.212031682886386,-3.013308039467063,-1.7184765529538097,2.630772394523252,-6.296684253555178,-3.090217310641655,-2.654424323866534,1.3663338764089166
-5.343568106966305,-2.9662973225142957,-1.122511175488743,8.786591286118163,-6.202978287677286,-3.2669569123984257,-4.781380105109026,3.8435516564436156
-4.902804734195882,-3.382396058315725,-4.797404292626812,4.427003209857065,-6.2408728540215375,-3.3302484980531584,-4.162796335648314,5.284343048690478
-4.922220207692603,-3.1926403645658805,-5.5979310978814425,0.19263009964480574,-6.217476655562246,-3.1081443938923887,-4.569660947251003,1.5817989560541017
-5.8808806983581565,-2.9793727310072775,-7.355172664730265,1.60044110110033,-5.772221468828928,-3.148212147010271,-6.864497860363709,2.188113711715976
-5.845560210853963,-3.126113467588133,-4.893348975361238,8.561605037520728,-6.073941657241645,-3.2340852627949315,-5.924655899341639,3.3273660101254574
-6.010110570125535,-3.108635703752776,-1.9152703131113178,9.017199822211667,-6.2823302582249845,-3.239429457991061,-3.144538628252313,3.26281865402236
-4.951166365387213,-3.3600426077929986,-1.814875428144668,6.5508588141307085,-6.313544702433486,-3.3700291691556776,-1.9364082650441068,6.386673168242462
-5.669650343754665,-3.4249154116121465,-6.2938930385216585,7.26977001445096,-6.0742045945629055,-3.3944504148606858,-5.92315041954813,7.77063432309052
-6.206432419234928,-3.2555365442570423,-5.6675746931739805,7.237178699916814,-6.147180408467226,-3.2470550622204324,-5.400009191682792,3.510154168772563
-5.769094871609655,-3.3885589378166365,-4.840225708960283,3.1702498041712133,-6.257825953261876,-3.3032872751925506,-3.8025149645049883,4.572171478095851
-5.199936025962158,-3.251127890082774,-2.5198396395191542,5.224366198307462,-6.283692294306165,-3.298957589148567,-3.1019032327890104,4.438014743770575
-4.92850480232809,-3.0073145479632832,-4.571143428588745,4.7036223265249095,-5.967450189807002,-3.157231002940075,-6.3955479996184135,2.2388981053979102
-5.590496641814115,-2.9256955854640703,-6.508900287103921,4.115031120556589,-5.694974756862322,-3.199390539606166,-6.980694256286756,2.9221529143722496
-5.489489828604748,-3.182628528979169,-3.206155599768757,4.838778025572537,-6.243459087537327,-3.2570528410093766,-4.111860614536755,3.6151938240307224
-5.6822237691674715,-3.0347803461565626,-5.135464696213207,5.886939832589527,-5.963918275663015,-3.216406734791897,-6.407518501734543,3.0879493355023344
-5.18159222773914,-3.362918484881609,-5.156073911194588,9.16363418930647,-6.106658600179921,-3.4091717518346623,-5.718952148321975,8.40320024125312
-4.804026152775427,-2.8544906297499604,-7.194664512682214,8.017135058444936,-4.866268980088668,-3.195402699806208,-7.475735413348742,3.088285109784092
-4.852911466879206,-2.9078527803674064,-2.36672144100919,6.553507626012529,-6.133147224009772,-3.166970681200943,-5.520050284553549,2.293440460333762
-5.1958254797834655,-3.100817367293263,-1.839143826724988,4.868717156866287,-6.278038678717985,-3.218738230138681,-3.27418009354988,2.930021314170164
-5.980759375172947,-3.3843340752628817,-0.978723906688967,7.322326119609937,-6.329115585785647,-3.3925828487246568,-1.0791090682253897,7.186710825830656
-6.058185322141054,-2.954749616379181,-5.343510314004406,6.165853229453399,-6.120021950297481,-3.2200857250801955,-5.6227473150457685,3.0655724146054464
-5.773716956179569,-3.3136437790649205,-6.239129076039413,0.6882180142207538,-6.201820081554933,-3.195154535486503,-4.79717829166916,2.6362583994035864
-6.221642695332493,-3.3992367756677764,-6.854383255543672,8.090084103300528,-6.047253930034194,-3.3362494895101262,-6.066892264358026,5.681040221592647
-5.51668476242901,-3.364135431268313,-3.730538421021426,5.26350907507466,-6.270900066992526,-3.3431556920441254,-3.475226482956468,5.608429622623919
-5.550418664438763,-3.318173044876011,-4.381023169727872,8.44730759962299,-6.165934415542457,-3.3871385181960894,-5.220297108814691,7.313470196370461
-5.7298605903217315,-3.1426487066818236,-0.8208595746413865,2.2581735600608384,-6.330596768922447,-3.1561226009041063,-0.9848330629985158,2.03665397321611
-5.186442777978081,-3.154533612642695,-1.8466983825085732,3.488833093810112,-6.302075474244171,-3.2036113209559085,-2.4439502688523884,2.6819635868215315
-5.477649802350439,-3.222711293245622,-1.2810484535477356,8.873733529688295,-6.28454955383378,-3.3700994487884404,-3.0746850082284505,6.450576165423239
-5.335404158671993,-2.861198060486936,-2.243840203901648,8.055112140091838,-6.105987467119564,-3.2128646596238384,-5.723579493407774,2.958930024644211
-4.917394166719539,-3.279575600557989,-0.41565246032315706,3.7870160264253037,-6.339442927591589,-3.2753222550449,-0.36389439674998414,3.8569437748187596
-5.549432055332796,-3.333608998318832,-1.6017823236762547,3.2679069789045467,-6.330205645485229,-3.284978324364339,-1.0099751419441159,4.067426920313839
-5.243942331679113,-3.311170199027696,-4.97721322521417,3.7271715169441952,-6.2127045738567155,-3.2836525174855047,-4.642338274925619,4.179580106209962
-5.963767849642217,-3.4193125691791786,-1.9698999824219117,9.218440231649788,-6.309821305095893,-3.4309065504926544,-2.1109940286781645,9.027827510764915
-5.980265906485522,-3.3440356946672822,-5.004202020946952,0.8028302158082121,-6.27176815560614,-3.2164613535663342,-3.451691071226203,2.900235513757511
-5.306924727536449,-3.22255401367223,-3.4614039803642775,8.786744867740165,-6.1689616163279535,-3.364511071773522,-5.188947022677319,6.45287826108717
-4.970088867058621,-2.896210653162283,-0.7862855935814146,5.721247792839033,-6.263285828756812,-3.1333161493300503,-3.6717360872755007,1.823078911777876
-5.541342545477908,-3.417807052274129,-6.7644713842910384,5.082056930283586,-6.066698945282121,-3.352135586882674,-5.965284658990729,6.1617385518422845
-4.978946795668254,-3.1847456091800783,-7.473223178783735,2.059340130093148,-5.490704817772231,-3.1617387475454195,-7.19324184494641,2.437587935181347
-5.131647035030568,-3.346533386767431,-6.0670419135842115,2.7696998227734486,-6.171025755604852,-3.2725878401056243,-5.167164219119291,3.985412772651995
-5.371239431267265,-2.9465207226852614,-5.928335067267545,5.8148383756801385,-5.6235718966809305,-3.20638349927602,-7.067798026364677,3.056170942044141
-5.497394425096772,-3.1775301181790727,-3.3325806401515017,7.89694967865308,-6.1685160522290685,-3.330455742079499,-5.193605403796997,5.382752719404267
-5.994193989881247,-3.1466318509811386,-6.796930370970799,4.978404284166432,-5.930922183526455,-3.2172959185442527,-6.511212541668242,3.117443187640516
-5.082297506860774,-2.850850254515495,-4.0845238716640715,2.8770529867876395,-6.1012646668512165,-2.9881689298445324,-5.755620554936058,0.619444517785803
-5.418589304751662,-3.2206662876617176,-6.659922846121559,5.087636148695804,-5.529479915840383,-3.2640539940036097,-7.160673824906483,4.163042093715217
-5.069374251300653,-2.914234900449856,-0.47716167231103057,3.566928841728061,-6.305797459596395,-3.063099061742397,-2.2887629457509506,1.1195050357227756
-5.9398523676453765,-3.3746157436076776,-4.367854833790242,7.828163454396428,-6.215250919129998,-3.3940157514368505,-4.603943359913678,7.509214599497056
-5.966914787677017,-2.938755766140903,-2.3897282120618932,1.949145359102622,-6.2775744880332915,-3.0125519498326723,-3.287791302658058,0.7358880439987521
-5.33551505276852,-2.95638161215183,-0.8019907712514094,1.5734832078568997,-6.322848938311555,-3.0097590229960645,-1.4515698098874612,0.6959238282962517
-5.032995842087237,-2.9822490381792823,-5.750078620193404,2.857439683480988,-5.7804637103763215,-3.0726682949926847,-6.850433619006431,1.3708882000831606
-4.818236388718919,-3.2264105258033897,-5.425151564301817,6.984107856285754,-5.90077570847105,-3.3225144626297176,-6.594686041195545,5.404096464410569
-6.128679443368675,-3.154930103193082,-4.928604153613927,5.276667526734845,-6.174124776760435,-3.227354955335551,-5.1338226597262135,3.149268342622692
-5.380832271277696,-3.062336602198718,-4.395374762204393,8.60324436491393,-5.87962650002495,-3.2552180319976523,-6.6477903411791335,3.8237810765796647
-5.011275013141305,-2.8893189066186986,-4.298397493145076,7.081833370400733,-5.624361015405224,-3.198606119830086,-7.066922795970459,2.9328335317279253
-5.655193699009826,-3.275518174826917,-2.8194553096981156,9.176075427853117,-6.2382985961393365,-3.3899635715364385,-4.212196152603579,7.294518448426058
-5.061150469360737,-3.27173095312051,-5.862200669324163,7.4849609735261895,-5.8167325215038606,-3.3474767544379365,-6.78398727254193,6.239650577582157
-5.218845717695504,-2.930474969709668,-6.449123633315139,8.358288590683259,-5.398454405653476,-3.2039249161485928,-7.260186246554265,3.0856127368042996
-5.652125530272589,-3.2787261677483928,-5.035503323302926,9.636987868923617,-5.96430133546802,-3.391362550220413,-6.406228934767975,7.785172249821131
-4.819908921218738,-3.3905898390667284,-5.236946801791298,6.979916539167741,-6.173716347816768,-3.38248053986038,-5.13826141706502,7.113238623527885
-6.28383304074282,-3.418805043882074,-7.177687693231244,8.423914882601157,-6.042747009280657,-3.3311944209558906,-6.089010454608739,5.535651607517611
-5.8093654209390335,-3.251943498664808,-1.8037913648599186,3.090093027323041,-6.31869328950636,-3.241550765064656,-1.677319596034386,3.260956329709935
-5.165894939603595,-3.2220889702421003,-5.363811329937594,3.7560971886647723,-6.122565837850239,-3.2417856606692137,-5.603510170370534,3.4322707521372076
-6.072820784255176,-3.3957434236786455,-1.244773614103086,8.42331684371615,-6.322612082125253,-3.413828955991773,-1.4648667059633835,8.12597880910539
-5.607294064847034,-3.03385802682255,-1.3061757552361621,3.7900167462069994,-6.296223187791556,-3.1460660782882814,-2.6716907616865866,1.9452432614173603
-5.208221577803043,-2.9946730621362856,-6.939424299980387,1.340172106424774,-5.451537352722559,-3.0180030064962025,-7.223337738868242,0.956612655909419
-5.1469753278478345,-3.023667126945211,-6.169779479382223,8.019299652670055,-5.389702396815553,-3.206448026008828,-7.265867091957589,3.1293857678850125
-5.066567138137991,-3.2436813181111566,-5.0567752465316165,1.0725483353422718,-6.24075131916734,-3.1704144475009293,-4.165157355824872,2.277103446917242
-5.631681782001495,-3.3752408565536096,-3.598336721001615,6.058458173649448,-6.2716112529205565,-3.3635415693717334,-3.4559629765161057,6.250802036034533
-5.41471358309318,-3.3977273591275305,-3.0364061905515545,7.296484832206388,-6.287087625813588,-3.3941036876895154,-2.9923084663245243,7.356060299520528
-6.11445339959255,-3.088904690438803,-1.6191816877861216,1.87810858138312,-6.314928437962665,-3.1094223692213987,-1.86887398154692,1.5407845943560883
-4.887670275933459,-2.8665706919657317,-2.3903920866762167,8.45874694983923,-5.934932525890608,-3.2042148577947698,-6.499343953916033,2.907656794124351
-5.907865485477656,-3.0476686516485403,-0.8502842529922043,0.43387150123480583,-6.33656257809551,-3.025273138696675,-0.5777475093657474,0.8020683742054542
-5.034888987247343,-3.3002153314354254,-1.74800785634487,6.231469540386096,-6.306353611313931,-3.342684027762232,-2.264831092479917,5.53325644400593
-5.065544079685238,-3.2034129616307343,-4.267448778859789,8.96568405417954,-6.028879982171235,-3.3584357613188707,-6.153994741613376,6.4170081423785605
