r_f_1,r_f_2,r_f_3,r_f_4,s_f_1,s_f_2,s_f_3,s_f_4
-4.9126027061218505,-2.947241909231555,-4.735016934427737,9.444684066140661,-5.461926646282571,-3.2097186982931656,-7.2156105143977385,3.1617413292828864
-5.3986214023854,-2.9881288446129743,-4.576344506116422,1.9028481460922377,-6.16412482049068,-3.0425570149341685,-5.238707580945835,1.0080135907146397
-6.066874546019883,-3.333088326523718,-3.1646763860556915,1.092538694579787,-6.316249818707092,-3.2211929952489853,-1.8029715804619943,2.932170852816404
-6.3083419093485,-2.948531791128832,-6.786228173243639,4.370669994852093,-6.092611647402941,-3.2206543120000255,-5.812050528079239,3.0909068885669697
-5.563287268796489,-3.0740392790536983,-3.8811760163565365,9.09222849417099,-6.047281122711894,-3.2602650721784037,-6.066757258470851,3.828610151455611
-5.146869414962392,-3.10106476624905,-3.067986058456066,4.913549468587708,-6.221791694988264,-3.218835960425574,-4.501199742427225,2.9773142743606673
-4.806028723888186,-3.3062906226181092,-2.5527851552732796,5.3844377853092915,-6.293154472240842,-3.325277336185051,-2.78384488551825,5.0722837954115745
-6.273201255380789,-3.265271500127597,-0.8429414038165763,7.610279117070998,-6.328872551568228,-3.2904013976619515,-1.0943377239203285,4.1847465310464536
-6.319598561286683,-3.2649904654989808,-7.4295975938456715,8.026429346887355,-6.032973261034984,-3.2233594486229076,-6.135277717476285,3.168125254006518
-6.1645155282285895,-3.4061014445228563,-0.4500775958591925,4.324937830327574,-6.339999989877281,-3.34044694698599,-0.3211118928731871,5.4043404997178115
-5.833755131488755,-3.411082100157776,-4.702705858734458,3.550578855442741,-6.265549519557023,-3.3217111851505163,-3.6151093869757727,5.01989490476299
-5.507665546991812,-3.435996574775925,-6.437626519516231,2.035899299759541,-6.2090147244090605,-3.29292067982339,-4.696469047892986,4.388160214638043
-5.639597815189571,-3.261641013877179,-3.0963072827989366,2.768696273731165,-6.293182592366845,-3.235882251313948,-2.7828384764684637,3.192187107103848
-4.893683513965772,-2.8724967246631348,-7.07325766617022,2.027879275803297,-4.976449826821627,-3.070403748356265,-7.447006967627224,1.4895909417977355
-5.4447931386231065,-2.985310464604452,-7.040306019090943,1.7925860389698327,-5.480460878257171,-3.0838658758897446,-7.201371481639443,1.5386374884548317
-5.613815006511804,-3.0454724524553978,-1.014105484220333,8.409637746353038,-6.253422825780067,-3.286125120960046,-3.9023960679568965,4.189521826978018
-5.07792888948497,-3.408888035407835,-0.4877499781620944,5.96189110676622,-6.339999992252829,-3.37541042814543,-0.3211117094133291,6.512284713727986
-6.203075853829694,-3.2895920225200386,-3.042985672814032,3.740709133771303,-6.29020342306541,-3.2768035626520895,-2.8873584124670586,3.9509597224374104
-5.629900473970038,-2.965294811296738,-1.5834575821618895,5.303833707748984,-6.251838876612306,-3.158706806423953,-3.9371810447968967,2.1240144614421963
-5.080002744553433,-3.200457091835098,-0.5032204080538145,5.870043904632547,-6.319045530001264,-3.295413098447953,-1.6587869861048228,4.308905247275112
-4.801360207527959,-3.4140472616867257,-1.162266752589412,5.425958719185302,-6.336503686752474,-3.3663645538721134,-0.5819956327837454,6.209893440501938
-5.205313940775513,-3.3263689645263783,-3.560395920384669,2.8059958639826164,-6.291362064612275,-3.2677641379414304,-2.8472076955160235,3.7694973806165546
-6.172286041781936,-3.438119805335311,-0.9888886573721445,6.507771855847525,-6.338233234208684,-3.3942636532559924,-0.45518463733854464,7.228795490415711
-6.014015446650253,-3.2878869802379813,-4.157032843273846,7.937386356713892,-6.1898978149763195,-3.3545381974065447,-4.951268616300462,6.085910160347517
-6.152975291423218,-2.8690069502033992,-0.722720697053516,2.3732029282185447,-6.322216299427463,-3.0859894982426526,-1.4869661235277851,1.3122358518042492
-5.32115684339193,-3.2275424556680092,-2.4932183864499073,0.8430861714332081,-6.319924109361583,-3.155137200985058,-1.6120874819222877,2.033475762129401
-5.592754250471781,-3.0927904258228445,-3.001904216060778,6.720116099464162,-6.175586448793069,-3.2666615249948974,-5.117824586840362,3.861561893650709
-4.9227036169284,-3.2976623761546184,-6.400064801547722,3.788887290965865,-6.033869300437025,-3.275563183144256,-6.1311296299216185,4.152212398394554
-5.435563245174302,-2.8732880310568727,-2.3985698952741172,7.162892741495402,-6.1308792062958135,-3.1981260776095275,-5.538422845708441,2.7217469108050416
-4.793379884441109,-3.282031533972432,-5.637065528724197,4.098646124418351,-6.123472173887937,-3.278704783939737,-5.596581224114331,4.153340036978735
-5.870282188202625,-3.0558490027152034,-0.6666940485157324,1.4890614775994362,-6.332142486545822,-3.0736794771023375,-0.883685578828004,1.1959168896482688
-5.516463185269986,-3.04022892170904,-3.9589843539474714,8.863315256671967,-6.015515687966169,-3.2390578331319766,-6.212566247825549,3.448376680769301
-5.168332201939681,-2.9195156905897646,-6.69752738530481,1.8989059839180815,-5.305221505724451,-3.0258894366798805,-7.315681148907202,1.041544252523582
-6.235530281290257,-2.950701495905836,-0.5869620082342379,0.13571290397580518,-6.337723736235539,-2.942978835412636,-0.4929872661982051,0.2626785378549219
-5.085086706244194,-3.010579592868495,-0.9792188163129927,2.6227390906161863,-6.31371779160891,-3.0885467942610574,-1.9280415952210683,1.3409075106720736
-5.203504278526629,-3.2999204999331604,-6.954081623678576,7.228479408221757,-5.28585202574366,-3.331847823350461,-7.325940925634361,6.069696050283842
-6.27288137546913,-3.027239266737002,-5.464739503437016,4.728006932320403,-6.1814475893681,-3.2220051521591784,-5.051850096497977,3.056897919542176
-4.9224622853445545,-3.2963893513898745,-4.137430938268784,3.443979636290372,-6.256849375684876,-3.2707228061124574,-3.8250830506444826,3.8659543490085504
-6.037294389865589,-3.1605456336778515,-6.1958942520579665,7.7503726690881285,-6.028448183465193,-3.222794471251748,-6.155947268568955,3.1611196303548077
-5.362433589811674,-3.2729528558268473,-0.5131061340043646,3.3491853913468095,-6.339556868203021,-3.259975565462399,-0.3551823760072015,3.562540484141681
-5.2727019086937,-3.0073980013742903,-5.595674518531727,0.114108875401759,-6.160939492807237,-2.9806800372154227,-5.270531988137872,0.5533696776809753
-4.920740756153311,-2.875714256980939,-6.277762361058824,1.4899705479013734,-5.609015213542562,-2.9419345444273866,-7.083628678206457,0.40126592349439627
-5.652058803084997,-3.0874339547916527,-0.3991047355733217,9.345912338352623,-6.279452438455243,-3.32234563125129,-3.2322395038117495,5.016235291194848
-4.769313984485908,-3.295114045009918,-3.2000186111349533,4.227930694023196,-6.28181010435698,-3.291876996112912,-3.1606268166562623,4.281149855753471
-5.97207034977677,-3.4014273512771376,-6.288530276431512,3.4769817692262044,-6.166289940725091,-3.3133479768770364,-5.216651331315484,4.925064038688488
-6.2000454485445005,-3.3510639950917263,-7.179402336480312,6.042190854814079,-6.000000417216308,-3.28086509280542,-6.276054795224156,4.290402931607942
-5.556580797012898,-3.2963037281710625,-3.720816050229902,4.117133743262987,-6.264901673191423,-3.288961481665869,-3.6314652253857913,4.237845038806505
-5.291946374308911,-2.8897263403487043,-4.963362675519674,6.257969866946424,-5.728293388823578,-3.203526815989936,-6.933784028978412,2.9754822615246423
-5.991922386245599,-2.8854593545805693,-3.064967990138385,1.539850144723841,-6.252213224762116,-2.9564602000919713,-3.9290130783047923,0.3725500237522017
-5.931288813167377,-3.346100697238013,-6.21381763250763,2.9759489096836735,-6.149590865194842,-3.2774369415585234,-5.378216526494715,4.104825771691697
-5.031317995370829,-3.1703353070376377,-5.509919633644394,4.065035849445101,-6.026822209712051,-3.224022321938567,-6.163262682828599,3.182386333254767
-5.914836814143875,-3.007127374457757,-7.077950646466054,2.8055170334286097,-5.839546379527086,-3.19834463806927,-6.7379600264019945,2.85544222573766
-5.82603871981875,-3.332903483979098,-2.2000414753154782,1.7483994173044977,-6.328962711409217,-3.2415808652877693,-1.0886960456593888,3.2498027671656784
-5.862234664484153,-3.4066788283446674,-2.074895125134569,3.5294712612377683,-6.32968690180188,-3.3218886419502085,-1.04304554659398,4.923477133398009
-5.2970738555050785,-3.3118306997039135,-7.343474601954307,3.1274561375441157,-5.844823222914066,-3.261156666420115,-6.726798517773922,3.9605702472727424
-5.101288474052748,-2.945906989525653,-4.995330548572939,8.21532555185339,-5.5720771743445345,-3.209660831832231,-7.121280917358196,3.1261909225622793
-6.259945207860799,-3.1319524237166494,-5.651707050740936,4.259053580395638,-6.165467405796185,-3.223415957325731,-5.225071710119025,3.0906263503637605
-5.987589503611945,-2.912795693138425,-5.330385901682656,9.169331692246764,-6.093292684576451,-3.2210841404390993,-5.807712009495337,3.0975109662753146
-6.166546615516538,-3.1863997063834946,-4.316065380725842,6.881517492316486,-6.218648029754478,-3.235539819966768,-4.551340914571617,3.2531189180206495
-5.79141459102895,-3.149427971471363,-6.99417574533801,3.0170051490558083,-5.765265124731895,-3.198748011420136,-6.876092012922549,2.888335402376836
-5.187274934593878,-3.3775122787722003,-4.178993876797906,2.2962514593126397,-6.288270027376452,-3.2767679133826526,-2.9529896157962146,3.952554449540777
-6.076879644782676,-3.3684238475609494,-1.6564426413833857,6.660573089535298,-6.317552942130534,-3.375009239580432,-1.7365851087119104,6.552304881156523
-5.736664800535445,-3.2089318437341556,-2.269675326041967,5.858374651309326,-6.275646780244157,-3.297170331504353,-3.3434924659222327,4.40767637949625
-4.883535730951844,-2.8975459251230755,-4.037985633712182,6.393611992601127,-5.589956116665569,-3.149447068450129,-7.103489840103234,2.252193022368929
-5.473978334842573,-3.2569315303951987,-4.243773609680538,6.995405882844633,-6.163501300381317,-3.3392046895163094,-5.244995097078274,5.642781481199998
-5.461235377236912,-3.066880243796501,-4.002813722023054,9.243883136558548,-5.980749972890288,-3.265158499642091,-6.348796714188449,3.9682058368735493
-5.105426293966288,-3.3628368301063696,-1.6546937323050912,8.900502491180909,-6.306611537614908,-3.412055830057825,-2.253664403038922,8.091309961657664
-5.041513476455471,-3.2375661338113444,-4.858413406369936,2.3591793920655455,-6.2211348587071535,-3.2090835353851013,-4.511795581682801,2.8274518687434385
-6.251429511064807,-3.161483806086745,-1.3935523183346143,7.457472385742704,-6.318341726196512,-3.2378554970510325,-1.695709450296488,3.1989107295111996
-5.28710374656789,-2.940157505034363,-2.7675623782435306,2.166334127679894,-6.2593173252590795,-3.0223315023556774,-3.7675786346365943,0.8153400936576722
-5.062983427860839,-3.2231631973687738,-1.1093550534227736,3.1668805492906835,-6.327313055445561,-3.2298302199639193,-1.190491872610532,3.0572703478372976
-6.193875898572111,-3.009360064915739,-6.727096319778495,8.441079962045908,-6.047454276375078,-3.219965195962351,-6.065897144446904,3.1045828487099847
-5.685041553761436,-2.9797284925648886,-7.122558489535457,5.275226247825711,-5.662782430361371,-3.2059800162404835,-7.022042437142086,3.0367209845350254
-5.263738468868448,-3.363591974027663,-3.131703642373127,1.3873193688127885,-6.318366059313295,-3.245487767763646,-1.6944400423454482,3.329029468388166
-5.856657287941587,-3.2244817287386813,-3.051377040570479,1.262152795891534,-6.304130148105136,-3.1676143833421286,-2.3593337300689443,2.197089028187517
-6.0461272053696105,-2.9790586140772213,-2.3600128988065796,4.405794995128228,-6.2740315862016764,-3.2040923503449603,-3.3891656369401115,2.7128660452575653
-5.89161520580736,-3.0315992610787985,-4.140877184155917,3.021740829000181,-6.173018136856832,-3.114178056359327,-5.145817914203665,1.664091618580088
-4.949253659257946,-3.3209142123909112,-1.7252491052567196,5.992833684993571,-6.3117914968617,-3.3451246283210403,-2.0198787978505948,5.594798614883788
-5.312891600028909,-3.037530053754944,-2.1274139086803707,8.545186822153601,-6.166991969447015,-3.2907875134443567,-5.2094242860493765,4.381469099056011
-4.876271675348487,-3.2892614624632635,-6.323297049551877,8.694828610264263,-5.348020118796102,-3.3688240211548903,-7.291531516759021,7.386768211546271
-6.015911427687908,-3.3090406866298587,-1.7182548046094732,9.371272708243605,-6.290364164214326,-3.4046544780007753,-2.8818254062276605,7.799319580311898
-4.997172900452404,-3.135129068978523,-4.803189356510593,9.588951802343665,-5.520889004186265,-3.330863380497993,-7.168145104290192,5.903053929863648
-5.169650476753854,-3.0688348225710484,-7.420095441485296,1.8933602553698572,-5.161494108298548,-3.112255547493118,-7.383263356682502,1.8986802488547765
-6.3185480856294145,-2.90484615519438,-5.802176920904188,1.6589067118014484,-6.173071270097571,-3.1760818282940524,-5.1452442666077545,2.391348836074161
-5.4137173189997485,-3.3201699047941613,-3.5758995713705475,9.212979500128995,-6.21715770935228,-3.402237188369382,-4.5746157427516,7.863739790179804
-4.966385181299457,-3.2953747550767916,-0.9218445156157964,3.8740872698629465,-6.333541598118568,-3.2845073413527133,-0.7895964169019907,4.052754605632136
-5.508371038498337,-3.2482661210416466,-0.3203009390876401,2.9786125246737405,-6.3399999812944206,-3.2371147867108787,-0.3211125557142962,3.1619477194603673
-5.167731166562752,-3.074261339000158,-2.553530543889183,1.0088635590609787,-6.301872512751232,-3.065932185445647,-2.452171934048967,1.1458003064263544
-5.48650579141936,-2.851742057950556,-3.4566301400405397,1.9089029001352134,-6.213902689121314,-2.947699274381376,-4.624380600572504,0.3313037766420672
-6.256408743085889,-3.24532801952909,-2.146473340734093,0.2406916794290396,-6.331621410938918,-3.1443893179039786,-0.9181060260455904,1.9001897351896226
-6.262665242718289,-3.0523652701479587,-1.1681939169548308,4.255859277485142,-6.32303958590545,-3.2259512271874553,-1.4408278605688816,2.999869065522468
-5.347352251525977,-3.2882155325049665,-5.542996377092819,4.6072809086223865,-6.120644576570513,-3.294384295385391,-5.6180674387152685,4.505862393675285
-5.991684303767382,-3.172210825462792,-6.43461861567972,8.962556863814433,-5.976249697242794,-3.2223034929717396,-6.364920244164784,3.1791419234046474
-5.309757793157816,-3.384428661474963,-6.11348924645776,8.042781443108986,-6.009366620444416,-3.394683189931995,-6.238281708858894,7.87419022129929
-5.747879164209944,-3.2865386013413898,-7.332576256515596,6.549603457468008,-5.6755709648658,-3.264514440949327,-7.0060525416255945,4.110344624548415
-5.433173093399781,-2.944167279949369,-6.281335372943491,7.297263226526673,-5.610490455561617,-3.2069647328266826,-7.082051047871931,3.069817734002852
-5.02496066308055,-2.953768516873434,-2.1411010735093274,4.290948988518072,-6.243856860717418,-3.115057716318202,-4.103907043923962,1.639249445773776
-6.264623144974012,-3.0598739632679455,-7.3155368351177925,0.8326721226730699,-6.018012078662547,-3.159554819927732,-6.201910073656468,2.249273495422267
-5.689493956130043,-3.36874100942027,-4.254763810737588,8.255119087335185,-6.213589712556253,-3.399500398338733,-4.629089969549872,7.749414601173819
-6.0630900172414455,-2.969088581837309,-0.3375139476028606,0.3616451240581737,-6.339999946483652,-2.966626486363034,-0.32111524409495207,0.40212363409101126
-5.667192440435439,-3.022550628982885,-2.2465122865794687,2.7151245411142324,-6.281285577596698,-3.0989901716549624,-3.176743306915368,1.4584086638559524
-5.053655446995457,-3.22094390128741,-6.058597559967384,5.022968390646518,-5.86513466150716,-3.272160533051249,-6.681877239192868,4.180933571274101
-5.366161164599813,-2.9457344335802516,-2.7326149167879263,0.8062637102431236,-6.286611870601398,-2.968359882910115,-3.0079576622958815,0.4342866308444304
-5.425977600863898,-3.2369538396307114,-2.437795676234651,0.4370884020910885,-6.324888994999464,-3.1463152523585975,-1.3347749902712058,1.9272458652317428
-5.29480163653392,-2.9729729183959623,-7.211674895199778,0.14899898904519573,-5.696722655214461,-2.9537992700580613,-6.978342099630201,0.46422632602760205
-4.921892553322435,-2.9117000527853505,-6.232118430422508,8.947784248081154,-5.175527510579469,-3.200953613359771,-7.377462955985061,3.099389201168183
-5.693479997112028,-3.1337626807771204,-4.119139171684878,3.249527804118983,-6.208152075203436,-3.1822228729952116,-4.708875046989601,2.4528106711924083
-4.934044793479869,-3.0797600357053354,-0.804850418894687,6.0341365112074445,-6.292573063808524,-3.2440822771176694,-2.804567129776852,3.3325717551799467
-4.869475179289869,-3.136020436943064,-4.090260999438603,5.5417167535673935,-6.13436412957247,-3.2526908947592457,-5.510079479362399,3.6235783768151544
-6.330588493720655,-2.9870897136526318,-6.49755005397575,9.156436484249667,-6.126272683486238,-3.2226839364549336,-5.574916897925096,3.1039354975647875
-6.269570782907364,-3.0221703781552587,-1.9815558010687822,5.25388550184146,-6.308768461603626,-3.229657637133447,-2.15856178851815,3.074047231315811
-6.1877472599931345,-2.9612130083168213,-5.193663198914474,2.7933367438107224,-6.174233491694668,-3.1956633702364003,-5.132638850596197,2.660806449536165
-5.23910761008187,-2.8666210629691475,-6.809662329645674,4.231871895089639,-5.346070790142641,-3.1962386798919877,-7.292678078339693,2.977528088815555
-5.269383221651185,-3.276616137965904,-0.8585377875812519,5.847143550438312,-6.322742943580424,-3.325836602185264,-1.457526908090081,5.037926998967408
-6.21978025358297,-3.3486883993129597,-6.471429772318745,4.423244453804555,-6.0846791267646125,-3.301134575024683,-5.8613508049209795,4.697379210093839
-4.89268824104264,-3.3737522738455854,-6.413725812331948,2.053739718777007,-6.177621776881576,-3.2654093125969283,-5.095249749042884,3.834968582054553
-5.4287847337418045,-3.1861738357938667,-4.4965726128499455,1.4058888840135213,-6.246671348592919,-3.1492058852191476,-4.046693550780768,2.013666103910543
-5.029389982564049,-3.1571248619329695,-1.2840746314097604,0.29211336098785157,-6.337712478850769,-3.0921869107055002,-0.4938182607483812,1.359735634602846
-5.6122568608482695,-3.222634207087058,-1.4593699316602073,6.7137790531264105,-6.295556121989885,-3.324290618935282,-2.6964763188289522,5.042481353864187
-5.511730629357576,-3.3448634583672283,-2.5989776225206604,8.690946057043474,-6.277105177413199,-3.4025895125347416,-3.301473651694648,7.74189205482046
-5.10517101104371,-2.8694011738672036,-3.2543366999885333,3.043244991985539,-6.18947983502654,-3.0092647507866173,-4.9564038439577605,0.743796672363245
-5.9886051301704715,-2.9683884413903305,-1.671005741995697,6.156901736222312,-6.2863766498308955,-3.2270359421814585,-3.0156590067914673,3.053657102827356
-5.096504103041323,-3.153274393166574,-1.3859537831712139,6.738510086142591,-6.282825504271629,-3.296515322677904,-3.129121719026787,4.383535825182099
-5.955296725443413,-3.093347270030124,-2.788918685661483,1.9675356080251583,-6.2852993669016275,-3.11485270129746,-3.050630550417849,1.6139723249562135
-4.852111407162154,-2.9647252903117947,-6.45702566967595,2.1329761692517977,-5.411844129594033,-3.0299919819590495,-7.251287099097359,1.059949258236185
-6.336617746150811,-2.8857526433147016,-6.248075760468157,8.087986897100164,-6.147727095173123,-3.223150097207657,-5.395098327329561,3.097988125321053
-5.526548903393492,-3.4063014693682274,-5.981965042432302,2.499806802665996,-6.215717851314403,-3.292479126084596,-4.596807888054565,4.3711202658939285
-5.124674565663017,-3.2230880894853695,-6.480875958355218,9.179535537600417,-5.309077992680801,-3.293999518292991,-7.313590250038789,4.962045493256645
-5.521914184541524,-3.400712785506879,-0.5138642485952998,6.550682518799516,-6.339999992021598,-3.384007494743402,-0.32111172727090054,6.825328308731813
-5.638742758097513,-3.3540218879468537,-2.5216135242521807,0.9407218464633893,-6.330615952877031,-3.227638341973985,-0.9835952552878409,3.018549693048029
-4.846610076722685,-2.996610546333158,-2.3796978111133633,7.47172570315138,-6.150144081626896,-3.24259205059199,-5.373163576453861,3.427629442059809
-4.966584821857444,-3.163332598569934,-1.6733333348234822,1.068728168192204,-6.326992993296968,-3.1252504835518615,-1.2098974395968032,1.6948229833317043
-5.226417713053046,-2.99682134771722,-5.982241401491521,1.0799784797977696,-6.0235219476758,-3.0129018680376545,-6.17793346854098,0.815604294463413
-4.882267340519733,-2.914007911953918,-6.710756115505616,5.716675189170416,-5.040932797608873,-3.1969718056456475,-7.42724481292182,3.0699558653885575
-6.052547208132218,-3.3192256328809333,-0.8283990891247326,6.429129949910195,-6.326202124103498,-3.3544760208442765,-1.257379725532327,5.849590541068
-5.134043519259821,-3.2735407989051732,-1.9296581323885205,6.492786777039991,-6.294970229107199,-3.338325761171398,-2.7180574777869344,5.427679746753384
-5.7894355879745945,-3.1472204871020697,-5.711616261329088,5.766669954266681,-5.952117130750359,-3.2291177871031755,-6.446240723213284,3.306329728477964
-6.042759237375053,-3.175287194668911,-1.3587550965875055,6.381075473306039,-6.300148322890365,-3.2776368789375794,-2.521052582917836,3.9557597991252686
-5.382437472097603,-3.3739682595579734,-1.6003322049402255,6.009497359966707,-6.322315182511872,-3.3641999342296702,-1.4814587086986348,6.170094927784831
-4.832045390384949,-2.8890724357889774,-0.8096835660461323,5.183891051656241,-6.2704113738488925,-3.109187594636161,-3.4883696333860374,1.5650543792416904
-5.116184817904372,-3.380037541891351,-7.178723843350841,7.62709269665898,-5.53087243763371,-3.3784536234726077,-7.159448489311127,7.653133256094182
-5.269532121812388,-2.881262716402201,-5.314427701431887,4.801462799036157,-5.650870984752762,-3.15979461738023,-7.036447572016812,2.369876395422419
-5.089101352522342,-3.080702365069757,-1.4077474102690424,3.8288357577808063,-6.299441680621513,-3.1744651995460242,-2.5487937913822307,2.2873136571172474
-4.996191677980381,-2.9318345754276134,-1.016574934217263,3.860080550386596,-6.2901214400929515,-3.085793469852562,-2.890175840574215,1.3288960062558575
-4.895841255614274,-3.257629071478255,-3.235761393267138,9.505325788950653,-6.198819118251981,-3.3892405282222473,-4.837403963502174,7.341547595524108
-5.315263882350704,-3.0904741222759378,-4.908110084064472,4.982011922540119,-5.973060228105268,-3.211107644265189,-6.376156768579781,2.998718194529323
-5.559947679431126,-3.040224548081201,-3.6239305933333656,3.0888281208881465,-6.213749426543567,-3.1226239097002084,-4.626688380387277,1.7341289348608804
-6.0366047028795125,-2.8574762244994414,-3.053073976469882,1.679455027667766,-6.24844841445541,-2.9567343040665515,-4.009701182964458,0.3754046455931308
-5.802654524773837,-3.0564043823062113,-5.7867193864202,8.684789228136099,-5.950116639920386,-3.2186554963005145,-6.452617158728413,3.1310684187504174
-5.480567744235893,-3.0382925937424305,-2.7360676671822883,1.568917666870009,-6.285224141979456,-3.0643400924851356,-3.053054345565645,1.1406798440818022
-4.857885627014237,-2.9409881713056683,-6.451813512215827,5.524759754996547,-5.071619235846482,-3.196393430023493,-7.416974636117848,3.0527749365598167
-5.500586849922929,-3.257343935801355,-4.805909649111246,2.5141809942618716,-6.227702715886129,-3.224226428068095,-4.402887428860993,3.0586543965266877
-5.336164234540456,-3.1871114302425445,-6.778959849690963,2.2035925098534666,-5.901164635545181,-3.171885584277038,-6.593669660402455,2.453915354386283
-6.099040933294669,-3.0685957676363698,-3.520839558591781,3.8075783817109885,-6.240934760139792,-3.2036807517352393,-4.161592593808385,2.732585417307877
-5.470018431064885,-3.069003842642773,-5.945522669310324,0.5395544059857342,-6.122961205859133,-3.0406516704291784,-5.600492477982123,1.0056826413232154
-4.810167520652976,-3.3305472985353517,-5.762903426592345,6.830745518424003,-6.041520670266582,-3.357831776173869,-6.094941452698251,6.382170859608524
-4.772552384356365,-3.3670832403194946,-4.610724516877665,8.301500380186564,-6.186037197506684,-3.3989111797613942,-4.998054276049721,7.77822822639487
-6.204983709278368,-3.2923015019220756,-3.093506330172503,8.043550939815871,-6.273533896545475,-3.3202019838572543,-3.4030599870266354,4.969207097179459
-6.176808190068244,-3.194350270099289,-3.2484943272003513,5.306393637632486,-6.264400440882616,-3.2442093232783877,-3.644036618569812,3.362721717526407
-5.488489152534829,-2.854120209416533,-0.4340245097346509,2.039979246758424,-6.3185670532112574,-2.956828542836142,-1.6839351315350575,0.3513873584294056
-5.933532170438571,-3.2039752338725562,-6.775046624351496,1.4198195574653603,-6.02002520643005,-3.1561651368963948,-6.193223506265271,2.2058487289040785
-5.441625776813502,-2.8577029211555827,-5.3906379428126865,1.9250510421316938,-5.929610786707681,-2.9500991847172084,-6.5150524824022265,0.4059963099045667
-5.359733290878689,-3.2644717688216955,-7.402393721304966,0.908929688771862,-5.998663334663232,-3.172349512184829,-6.28131485397345,2.423479633976248
-4.944373339105042,-3.375851649328534,-2.894646529612057,4.061540897101987,-6.307057443359321,-3.321585431621557,-2.2342569777659733,4.953712833301557
-5.116520355881177,-3.139609736591689,-5.842152071228651,2.048343594346105,-6.08307224021938,-3.141985854610811,-5.871068727148026,2.009278686373256
-5.965966684657897,-3.30211093127106,-5.699110306053304,2.903853896052365,-6.173560943614258,-3.2561628228589776,-5.139946743349892,3.659270724173637
-5.388990124216286,-3.128615073199304,-7.006607536859145,4.081022387868646,-5.438998288932431,-3.204127647074865,-7.2324303486482675,3.077009263455916
-4.861331585612728,-2.885638450649248,-5.204753370645863,1.5087412038595724,-6.055550155423042,-2.9530247058557366,-6.024809289685455,0.40086731241893614
-5.8744966231335995,-3.361719795624013,-5.643473970826809,8.970517551042892,-6.028207387261303,-3.403920492419675,-6.157034315347248,8.27671053705923
-4.945439037031937,-3.1731636111557013,-3.5524812468983664,6.79597722351275,-6.174197387340115,-3.3030419006782634,-5.133032102788743,4.660693472240202
-5.224897590617524,-3.030741233267478,-2.21506787169936,5.732549621181654,-6.229192177778352,-3.208413182923282,-4.377242715799075,2.8115069688003618
-6.128614454174488,-3.03471258048232,-2.6969876099349754,1.5747628293391969,-6.285878909968448,-3.0622312634677904,-3.0318778509625934,1.1223377791202478
-6.030012299071239,-3.0644207866479105,-4.729678371833028,7.865015499877666,-6.157408763872889,-3.2310914006320317,-5.304965316844715,3.223190342965439
-5.899256358928493,-3.0469543549620424,-3.0851315494186213,1.0724387102128095,-6.28303601053171,-3.0500280512023132,-3.122539192155534,1.021905177666551
-5.897289539268827,-3.2314607321085136,-5.332055040849533,0.8826562332638579,-6.226645398381672,-3.1565862987998834,-4.420873873430221,2.1136407281038756
-5.965550368228587,-3.123040362015614,-5.8767587429260395,6.1671682687478695,-6.027911951699665,-3.225537335654196,-6.158366272165372,3.2071663662104593
-5.680087787608811,-3.1707458601021283,-6.013930218504614,7.6292323082675955,-5.840145005267024,-3.2408109527370845,-6.7367039375700255,3.5673770698958407
